Year,State Code,State Name,District Code,District Name,Number of Blocks,Number of Clusters,Number of Villages,Total Number of Schools,Total Poulation,0-6 Population,Percentage Urban Population,Sexratio,Sex Ratio 0-6,Decadal Growth Rate,Percentage SC Population,Percentage ST Population,Overall Literacy,Female Literacy
2013-14,12,ARUNACHAL PRADESH                                 ,1209,UPPER SIANG                                       ,6,10,79,119,35289,4626.39,12.51,891,968,5.77,0,80.6,Low,55.22
2013-14,12,ARUNACHAL PRADESH                                 ,1206,UPPER SUBANSIRI                                   ,9,18,227,256,83205,11315.88,12.4,982,968,50.34,0,93.86,Low,60.51
2013-14,12,ARUNACHAL PRADESH                                 ,1202,WEST KAMENG                                       ,5,16,160,228,87013,11407.4,10.34,755,965,16.64,0,55.25,Medium,60.8
2013-14,12,ARUNACHAL PRADESH                                 ,1207,WEST SIANG                                        ,12,20,274,353,112272,13854.36,10.73,916,928,8.04,0,82.64,Medium,60.76
2013-14,18,ASSAM                                             ,1824,BAKSA                                             ,4,116,656,2220,953773,117409.46,1.28,967,962,11.17,7.69,34.84,Medium,62.23
2013-14,18,ASSAM                                             ,1805,BARPETA                                           ,7,161,832,3405,1693190,280561.58,8.7,951,955,21.4,5.63,1.62,Medium,59.04
2013-14,18,ASSAM                                             ,1804,BONGAIGAON                                        ,4,67,499,1368,732639,113778.84,13.76,961,965,19.58,11.21,2.55,Medium,65.18
2013-14,18,ASSAM                                             ,1821,CACHAR                                            ,8,176,1170,2975,1736319,246904.56,18.2,958,955,20.17,15.25,1.01,High,74.62
2013-14,18,ASSAM                                             ,1825,CHIRANG                                           ,2,61,501,1237,481818,70200.88,7.37,969,958,11.26,7.29,37.06,Low,57.87
2013-14,18,ASSAM                                             ,1808,DARRANG                                           ,3,95,546,1599,908090,149653.23,6.1,923,941,19.51,4.34,0.91,Low,60.4
2013-14,18,ASSAM                                             ,1813,DHEMAJI                                           ,3,101,1095,2123,688077,99702.36,7.04,949,945,20.3,6.45,47.45,Medium,62.13
2013-14,18,ASSAM                                             ,1802,DHUBRI                                            ,7,200,1039,4134,1948632,358938.01,10.36,952,965,24.4,3.61,0.33,Low,54.26
2013-14,18,ASSAM                                             ,1815,DIBRUGARH                                         ,6,107,1070,2142,1327748,154948.19,18.36,952,957,12.04,4.44,7.76,High,69.52
2013-14,18,ASSAM                                             ,1820,DIMA HASAO                                        ,5,79,707,1027,213529,31751.76,28.67,931,956,13.53,2.03,70.92,High,72.15
2013-14,18,ASSAM                                             ,1803,GOALPARA                                          ,4,127,694,2378,1008959,165771.96,13.66,962,954,22.74,4.47,22.97,Medium,64.53
2013-14,18,ASSAM                                             ,1818,GOLAGHAT                                          ,5,105,879,2009,1058674,128417.16,9.24,961,961,11.88,5.84,10.48,High,72.18
2013-14,18,ASSAM                                             ,1823,HAILAKANDI                                        ,3,103,385,3922,659260,109569.01,7.31,946,948,21.44,10.72,0.11,High,68.54
2013-14,18,ASSAM                                             ,1817,JORHAT                                            ,6,136,789,2588,1091295,117532.47,20.12,956,963,9.21,8.12,12.82,High,78.22
2013-14,18,ASSAM                                             ,1827,KAMRUP-METRO                                      ,2,46,220,875,1260419,120496.06,82.9,922,994,18.95,8.12,5.99,High,85.82
2013-14,18,ASSAM                                             ,1806,KAMRUP-RURAL                                      ,9,159,922,3015,1517202,194960.46,9.36,946,962,15.67,7.11,12,Medium,67.69
2013-14,18,ASSAM                                             ,1819,KARBI ANGLONG                                     ,11,190,668,2559,965280,183885.84,11.82,956,916,18.69,4.7,56.34,Medium,64.62
2013-14,18,ASSAM                                             ,1822,KARIMGANJ                                         ,6,112,949,2534,1217002,203239.33,9.06,961,958,20.74,12.85,0.16,High,73.49
2013-14,18,ASSAM                                             ,1801,KOKRAJHAR                                         ,4,140,950,2461,886999,131896.75,6.17,958,951,5.19,3.33,31.41,Medium,59.54
2013-14,18,ASSAM                                             ,1812,LAKHIMPUR                                         ,6,165,992,3072,1040644,150893.38,8.77,965,958,17.06,7.85,23.93,High,71.91
2013-14,18,ASSAM                                             ,1809,MORIGAON                                          ,4,98,534,1872,957853,159099.38,7.65,974,950,23.39,12.31,14.29,Medium,64.99
2013-14,18,ASSAM                                             ,1810,NAGAON                                            ,11,251,1311,4146,2826006,446226.35,13.03,962,958,22.09,9.43,4.08,Medium,69.21
2013-14,18,ASSAM                                             ,1807,NALBARI                                           ,4,98,445,1532,769919,90619.47,10.72,945,963,11.74,7.8,3.03,High,73.85
2013-14,18,ASSAM                                             ,1816,SIBSAGAR                                          ,6,149,827,2636,1150253,133889.45,9.55,951,957,9.37,3.68,4.26,High,75.69
2013-14,18,ASSAM                                             ,1811,SONITPUR                                          ,7,179,1528,2902,1925975,267325.33,8.89,946,958,15.67,5.67,12.07,Medium,62.53
2013-14,18,ASSAM                                             ,1814,TINSUKIA                                          ,5,99,813,1726,1316948,175022.39,19.97,948,971,14.51,2.84,6.18,Medium,63.54
2013-14,18,ASSAM                                             ,1826,UDALGURI                                          ,3,96,732,1714,832769,109259.29,4.51,966,965,9.76,4.55,32.15,Medium,59.17
2013-14,10,BIHAR                                             ,1007,ARARIA                                            ,9,141,977,2160,2806200,564046.2,6.01,921,954,30,13.61,1.38,Low,45.18
2013-14,10,BIHAR                                             ,1038,ARWAL                                             ,5,33,303,576,699563,123682.74,7.36,927,941,19.01,20.16,0.08,Medium,56.85
2013-14,10,BIHAR                                             ,1034,AURANGABAD (BIHAR)                                ,11,173,1625,2025,2511243,437960.78,9.38,916,945,24.75,24.1,0.04,Medium,62.05
2013-14,10,BIHAR                                             ,1023,BANKA                                             ,11,170,1301,2075,2029339,362642.88,3.52,907,939,26.14,12.18,4.44,Low,49.4
2013-14,10,BIHAR                                             ,1020,BEGUSARAI                                         ,18,134,869,1636,2954367,532376.93,19.19,894,911,25.75,14.55,0.05,Medium,57.1
2013-14,10,BIHAR                                             ,1022,BHAGALPUR                                         ,17,158,1383,2000,3032226,532155.66,19.79,879,934,25.13,10.49,2.21,Low,56.49
2013-14,10,BIHAR                                             ,1029,BHOJPUR                                           ,14,159,1182,2153,2720155,440937.13,14.29,900,915,21.27,15.59,0.51,Medium,60.2
2013-14,10,BIHAR                                             ,1030,BUXAR                                             ,11,95,756,1224,1707643,286884.02,9.61,922,925,21.77,14.75,1.57,Medium,59.84
2013-14,10,BIHAR                                             ,1013,DARBHANGA                                         ,19,191,1162,2699,3921971,700856.22,9.69,910,928,19,15.64,0.07,Low,46.88
2013-14,10,BIHAR                                             ,1035,GAYA                                              ,24,253,2342,3227,4379383,762450.58,13.14,932,959,26.08,30.39,0.07,Medium,55.9
2013-14,10,BIHAR                                             ,1015,GOPALGANJ                                         ,14,122,1338,1944,2558037,436912.72,6.32,1015,945,18.83,12.49,2.37,Medium,56.03
2013-14,10,BIHAR                                             ,1037,JAMUI                                             ,10,143,1053,1828,1756078,313459.92,8.24,921,956,25.54,17.19,4.48,Low,49.44
2013-14,10,BIHAR                                             ,1033,JEHANABAD                                         ,7,60,511,981,1124176,193920.36,11.95,918,918,21.34,19.81,0.11,Medium,56.24
2013-14,10,BIHAR                                             ,1031,KAIMUR (BHABUA)                                   ,11,73,1101,1297,1626900,291865.86,4.02,919,939,27.54,22.69,3.57,Medium,59.56
2013-14,10,BIHAR                                             ,1010,KATIHAR                                           ,16,128,1593,2052,3068149,601664.02,8.91,916,956,28.23,8.57,5.86,Low,45.37
2013-14,10,BIHAR                                             ,1021,KHAGARIA                                          ,7,89,280,1093,1657599,347101.23,5.26,883,912,29.46,14.83,0.04,Low,52.16
2013-14,10,BIHAR                                             ,1008,KISHANGANJ                                        ,7,119,968,1638,1690948,341909.69,9.68,946,966,30.44,6.69,3.8,Low,47.98
2013-14,10,BIHAR                                             ,1025,LAKHISARAI                                        ,7,61,452,789,1000717,182230.57,14.29,900,915,24.74,15.31,0.83,Low,54.89
2013-14,10,BIHAR                                             ,1011,MADHEPURA                                         ,13,96,400,1555,1994618,397527.37,4.42,914,923,30.65,17.3,0.63,Low,42.75
2013-14,10,BIHAR                                             ,1005,MADHUBANI                                         ,21,243,1109,3503,4476044,779279.26,3.68,925,931,25.19,13.09,0.09,Low,48.3
2013-14,10,BIHAR                                             ,1024,MUNGER                                            ,9,81,491,1116,1359054,220982.18,28.3,879,925,19.45,13.44,1.57,Medium,65.53
2013-14,10,BIHAR                                             ,1014,MUZAFFARPUR                                       ,16,250,1830,3271,4778610,817620.17,9.83,898,917,27.54,15.66,0.13,Medium,56.82
2013-14,10,BIHAR                                             ,1027,NALANDA                                           ,20,186,1105,2485,2872523,500968.01,15.93,921,929,21.18,21.12,0.05,Medium,54.76
2013-14,10,BIHAR                                             ,1036,NAWADA                                            ,14,132,942,1875,2216653,367299.4,9.72,936,985,22.49,25.47,0.09,Low,51.09
2013-14,10,BIHAR                                             ,1001,PASHCHIM CHAMPARAN                                ,18,193,1203,2748,3922780,753566.04,10.04,906,950,28.89,14.08,6.35,Low,46.79
2013-14,10,BIHAR                                             ,1028,PATNA                                             ,24,274,1599,3876,5772804,905752.95,43.48,892,899,22.34,15.77,0.16,Medium,63.72
2013-14,10,BIHAR                                             ,1002,PURBA CHAMPARAN                                   ,27,207,1500,3336,5082868,993700.69,7.85,901,923,29.01,12.74,0.24,Low,47.36
2013-14,10,BIHAR                                             ,1009,PURNIA                                            ,14,119,1175,2387,3273127,644151.39,10.41,930,953,28.66,11.98,4.27,Low,43.19
2013-14,10,BIHAR                                             ,1032,ROHTAS                                            ,19,206,1895,2495,2962593,492975.48,14.43,914,925,20.22,18.57,1.07,High,64.95
2013-14,10,BIHAR                                             ,1012,SAHARSA                                           ,10,113,650,1404,1897102,377523.3,8.18,906,928,25.79,16.69,0.32,Low,42.73
2013-14,10,BIHAR                                             ,1019,SAMASTIPUR                                        ,20,182,1137,2836,4254782,784156.32,3.46,909,941,25.33,18.85,0.04,Low,53.52
2013-14,10,BIHAR                                             ,1017,SARAN                                             ,20,175,1524,2610,3943098,657314.44,8.93,949,922,21.37,12,0.93,Medium,56.89
2013-14,10,BIHAR                                             ,1026,SHEIKHPURA                                        ,6,42,339,532,634927,118223.41,17.14,926,940,20.82,20.6,0.1,Medium,54.93
2013-14,10,BIHAR                                             ,1003,SHEOHAR                                           ,5,35,177,441,656916,124945.42,4.28,890,925,27.32,14.73,0.05,Low,47.25
2013-14,10,BIHAR                                             ,1004,SITAMARHI                                         ,17,170,846,2268,3419622,643914.82,5.58,899,932,27.47,11.85,0.09,Low,43.4
2013-14,10,BIHAR                                             ,1016,SIWAN                                             ,19,177,1385,2403,3318176,532899.07,5.49,984,934,22.25,11.61,2.61,Medium,60.35
2013-14,10,BIHAR                                             ,1006,SUPAUL                                            ,11,94,607,1775,2228397,424509.63,4.74,925,942,28.62,15.89,0.46,Low,46.63
2013-14,10,BIHAR                                             ,1018,VAISHALI                                          ,16,183,1180,2283,3495249,591745.66,6.65,892,894,28.58,21.12,0.07,Medium,59.1
2013-14,4,CHANDIGARH                                        ,401,CHANDIGARH                                        ,20,20,82,192,1054686,117913.89,97.25,818,867,17.1,18.86,0,High,81.38
2013-14,22,CHHATTISGARH                                      ,2222,BALOD                                             ,5,93,783,1471,,,,,,,,,,
2013-14,22,CHHATTISGARH                                      ,2224,BALODABAZAR                                       ,6,118,1055,2125,,,,,,,,,,
2013-14,22,CHHATTISGARH                                      ,2226,BALRAMPUR                                         ,6,114,704,2218,,,,,,,,,,
2013-14,22,CHHATTISGARH                                      ,2215,BASTER                                            ,7,134,913,2522,1411644,212875.92,13.7,1024,991,17.83,2.69,65.93,Low,44.49
2013-14,22,CHHATTISGARH                                      ,2223,BEMETARA                                          ,4,70,719,1280,,,,,,,,,,
2013-14,22,CHHATTISGARH                                      ,2220,BIJAPUR                                           ,4,61,536,1137,,,,,,,,,,
2013-14,22,CHHATTISGARH                                      ,2207,BILASPUR (CHHATTISGARH)                           ,7,108,1070,3180,2662077,400642.59,25.5,972,957,33.21,20.76,18.71,Medium,60.12
2013-14,22,CHHATTISGARH                                      ,2216,DANTEWADA                                         ,4,53,394,1018,532791,76455.51,18.04,1022,1005,11.9,2.44,76.88,Low,32.88
2013-14,22,CHHATTISGARH                                      ,2213,DHAMTARI                                          ,4,81,708,1580,799199,100539.23,18.66,1012,969,13.11,7.33,25.96,High,69.24
2013-14,22,CHHATTISGARH                                      ,2210,DURG                                              ,3,61,580,1512,3343079,421227.95,38.41,988,958,18.95,13.7,11.89,High,70.51
2013-14,22,CHHATTISGARH                                      ,2225,GARIABAND                                         ,5,85,807,1633,,,,,,,,,,
2013-14,22,CHHATTISGARH                                      ,2206,JANJGIR - CHAMPA                                  ,9,132,933,2875,1620632,219109.45,13.9,986,945,23.01,24.57,11.56,Medium,61.72
2013-14,22,CHHATTISGARH                                      ,2203,JASHPUR                                           ,8,135,829,2611,852043,120052.86,8.92,1004,974,14.65,5.74,62.28,Medium,59.05
2013-14,22,CHHATTISGARH                                      ,2214,KANKER                                            ,7,137,1273,2391,748593,97466.81,10.25,1007,975,15,4.21,55.38,Medium,61.08
2013-14,22,CHHATTISGARH                                      ,2208,KAWARDHA                                          ,4,96,1006,1814,822239,140767.32,10.62,997,973,40.66,14.57,20.31,Low,48.94
2013-14,22,CHHATTISGARH                                      ,2217,KONDAGAON                                         ,5,104,639,2067,,,,,,,,,,
2013-14,22,CHHATTISGARH                                      ,2205,KORBA                                             ,5,118,807,2450,1206563,168436.19,36.98,971,964,19.25,10.33,40.9,Medium,62.26
2013-14,22,CHHATTISGARH                                      ,2201,KORIYA                                            ,5,81,705,1637,659039,93254.02,31.19,971,968,12.4,8.31,46.18,Medium,61.01
2013-14,22,CHHATTISGARH                                      ,2212,MAHASAMUND                                        ,5,120,1181,2052,1032275,131408.61,11.64,1018,960,20,13.52,27.1,Medium,60.37
2013-14,22,CHHATTISGARH                                      ,2219,MUNGELI                                           ,3,56,638,1156,,,,,,,,,,
2013-14,22,CHHATTISGARH                                      ,2218,NARAYANPUR                                        ,2,30,245,604,,,,,,,,,,
2013-14,22,CHHATTISGARH                                      ,2204,RAIGARH (CHHATTISGARH)                            ,9,168,1371,3356,1493627,191333.62,16.49,993,943,18.02,15.06,33.84,Medium,63.25
2013-14,22,CHHATTISGARH                                      ,2211,RAIPUR                                            ,4,86,732,2167,4062160,569514.83,36.49,983,965,34.65,17.82,11.72,High,66.21
2013-14,22,CHHATTISGARH                                      ,2209,RAJNANDGAON                                       ,9,151,1695,3012,1537520,206335.18,17.73,1017,976,19.82,10.19,26.36,High,66.98
2013-14,22,CHHATTISGARH                                      ,2221,SUKMA                                             ,3,57,532,1001,,,,,,,,,,
2013-14,22,CHHATTISGARH                                      ,2227,SURAJPUR                                          ,6,111,691,2199,,,,,,,,,,
2013-14,22,CHHATTISGARH                                      ,2202,SURGUJA                                           ,7,113,635,2291,2361329,371909.32,10.38,976,955,19.74,4.9,55.11,Low,50.88
2013-14,26,DADRA & NAGAR HAVELI                              ,2601,DADRA AND NAGAR HAVELI(UT)                        ,1,11,70,319,342853,49199.41,46.62,775,924,55.5,1.8,51.95,High,65.93
2013-14,25,DAMAN & DIU                                       ,2502,DAMAN                                             ,1,4,26,72,190855,19543.55,46.62,533,905,67.43,2.23,7.97,High,81.14
2013-14,25,DAMAN & DIU                                       ,2501,DIU                                               ,1,3,13,41,52056,6335.22,83.1,1030,923,17.73,3.58,0.24,High,75.83
2013-14,7,DELHI                                             ,706,CENTRAL DELHI                                     ,6,9,68,250,578671,60413.25,-10.48,892,902,-10.48,24.59,0,High,82.6
2013-14,7,DELHI                                             ,704,EAST DELHI                                        ,7,7,131,604,1707725,189557.48,17.91,883,870,16.68,16.46,0,High,84.55
2013-14,7,DELHI                                             ,705,NEW DELHI                                         ,7,9,30,98,133713,11552.8,-25.35,811,884,-25.35,23.41,0,High,84.83
2013-14,7,DELHI                                             ,702,NORTH DELHI                                       ,6,9,78,316,883418,100886.34,17.79,871,872,13.04,18.66,0,High,81.92
2013-14,7,DELHI                                             ,703,NORTH EAST DELHI                                  ,6,9,131,798,2240749,296227.02,36.44,886,875,26.73,16.67,0,High,76.51
2013-14,7,DELHI                                             ,701,NORTH WEST DELHI                                  ,8,12,219,1101,3651261,443263.09,32.44,862,863,27.63,19.07,0,High,78.76
2013-14,7,DELHI                                             ,709,SOUTH DELHI                                       ,7,10,194,746,2733752,323129.49,29.22,859,878,20.59,15.48,0,High,80.99
2013-14,7,DELHI                                             ,708,SOUTH WEST DELHI                                  ,9,12,154,716,2292363,262704.8,40.44,836,836,30.62,13.89,0,High,83.07
2013-14,7,DELHI                                             ,707,WEST DELHI                                        ,7,13,181,758,2531583,282777.82,23.65,876,867,18.91,14.8,0,High,82.5
2013-14,30,GOA                                               ,3001,NORTH GOA                                         ,6,65,350,932,817761,75152.24,60.24,959,911,7.8,2.15,6.92,High,83.74
2013-14,30,GOA                                               ,3002,SOUTH GOA                                         ,6,47,236,577,639962,64380.18,64.63,980,930,8.63,1.22,14.47,High,79.42
2013-14,24,GUJARAT                                           ,2407,AHMADABAD                                         ,12,198,735,2830,7208200,802272.66,28.3,903,859,22.31,10.53,1.24,High,80.29
2013-14,24,GUJARAT                                           ,2413,AMRELI                                            ,11,120,638,1048,1513614,168767.96,41.01,964,879,8.59,8.78,0.48,Medium,66.97
2013-14,24,GUJARAT                                           ,2415,ANAND                                             ,8,164,362,1352,2090276,243726.18,22.76,921,877,12.57,4.99,1.19,High,77.76
2013-14,24,GUJARAT                                           ,2402,BANAS KANTHA                                      ,12,279,1375,2654,3116045,498878.8,20.93,936,890,24.43,10.49,9.11,Medium,52.58
2013-14,24,GUJARAT                                           ,2421,BHARUCH                                           ,8,129,713,1208,1550822,170590.42,79.68,924,914,13.14,4.01,31.48,High,76.79
2013-14,24,GUJARAT                                           ,2414,BHAVNAGAR                                         ,11,171,816,1552,2877961,369530.19,30.32,931,885,16.53,5.45,0.32,High,66.92
2013-14,24,GUJARAT                                           ,2418,DOHAD                                             ,7,174,737,1860,2126558,402982.74,49.54,986,937,29.95,1.95,74.32,Low,49.02
2013-14,24,GUJARAT                                           ,2406,GANDHINAGAR                                       ,4,95,489,975,1387478,159421.22,84.05,920,847,12.15,7.8,1.31,High,77.37
2013-14,24,GUJARAT                                           ,2410,JAMNAGAR                                          ,10,194,720,1860,2159130,254129.6,48.77,938,898,13.38,8.05,1.12,Medium,65.97
2013-14,24,GUJARAT                                           ,2412,JUNAGADH                                          ,14,184,882,2126,2742291,301377.78,25.49,952,904,12.01,9.69,2.03,High,67.59
2013-14,24,GUJARAT                                           ,2401,KACHCHH                                           ,10,248,1009,2055,2090313,310202.45,13.27,907,913,32.03,12.37,1.16,Medium,61.62
2013-14,24,GUJARAT                                           ,2416,KHEDA                                             ,10,211,661,1951,2298934,277251.44,14,937,887,12.81,5.03,1.75,High,74.67
2013-14,24,GUJARAT                                           ,2404,MAHESANA                                          ,9,146,734,1277,2027727,227713.74,14.96,925,845,9.91,7.98,0.46,High,76.12
2013-14,24,GUJARAT                                           ,2420,NARMADA                                           ,4,84,651,789,590379,75214.28,34.07,960,937,14.77,1.48,81.55,Medium,63.62
2013-14,24,GUJARAT                                           ,2424,NAVSARI                                           ,5,103,400,894,1330711,129478.18,37.23,961,921,8.24,2.67,48.11,High,79.3
2013-14,24,GUJARAT                                           ,2417,PANCH MAHALS                                      ,11,274,1124,2635,2388267,348925.81,8.99,945,923,17.92,4.2,30.18,Medium,59.95
2013-14,24,GUJARAT                                           ,2403,PATAN                                             ,7,110,674,961,1342746,179390.87,25.35,935,884,13.53,9.18,0.99,Medium,62.01
2013-14,24,GUJARAT                                           ,2411,PORBANDAR                                         ,3,48,163,460,586062,63822.15,33.05,947,894,9.17,8.85,2.23,High,68.32
2013-14,24,GUJARAT                                           ,2409,RAJKOT                                            ,15,210,946,2526,3799770,424054.33,44.96,924,854,19.87,7.63,0.63,High,75.26
2013-14,24,GUJARAT                                           ,2405,SABAR KANTHA                                      ,13,328,1313,2934,2427346,337401.09,43.21,950,899,16.56,7.73,22.32,High,65.29
2013-14,24,GUJARAT                                           ,2422,SURAT                                             ,10,170,867,2325,6079231,710662.1,10.89,788,836,42.19,2.6,14.09,High,81.02
2013-14,24,GUJARAT                                           ,2408,SURENDRANAGAR                                     ,10,140,686,1259,1755873,234233.46,58.12,929,889,15.89,10.22,1.22,Medium,62.2
2013-14,24,GUJARAT                                           ,2426,TAPI                                              ,5,81,555,912,806489,84520.05,46.06,1004,944,12.07,1.01,84.18,Medium,61.69
2013-14,24,GUJARAT                                           ,2423,THE DANGS                                         ,1,42,307,423,226769,39389.78,30.74,1007,963,21.44,0.44,94.65,High,68.75
2013-14,24,GUJARAT                                           ,2419,VADODARA                                          ,13,254,1810,3060,4157568,474378.51,10.44,934,894,14.16,5.32,27.61,High,74.4
2013-14,24,GUJARAT                                           ,2425,VALSAD                                            ,5,136,485,1252,1703068,206241.53,9.79,926,926,20.74,2.24,52.93,High,74.96
2013-14,6,HARYANA                                           ,602,AMBALA                                            ,6,75,428,1101,1136784,123568.42,44.38,882,807,12.06,26.26,0,High,76.64
2013-14,6,HARYANA                                           ,613,BHIWANI                                           ,10,116,557,1688,1629109,206082.29,19.8,884,831,14.32,20.87,0,High,64.8
2013-14,6,HARYANA                                           ,619,FARIDABAD                                         ,2,33,210,1004,1798954,238001.61,79.44,871,842,31.75,12.37,0,High,75.17
2013-14,6,HARYANA                                           ,610,FATEHABAD                                         ,6,60,283,829,941522,118443.47,19.04,903,845,16.79,30.19,0,Medium,59.29
2013-14,6,HARYANA                                           ,618,GURGAON                                           ,4,80,325,926,1514085,197890.91,68.82,853,826,73.93,13.07,0,High,77.64
2013-14,6,HARYANA                                           ,612,HISAR                                             ,9,130,351,1463,1742815,211229.18,31.73,871,849,13.38,23.44,0,Medium,62.31
2013-14,6,HARYANA                                           ,615,JHAJJAR                                           ,5,45,258,904,956907,116168.51,25.39,861,774,8.73,17.79,0,High,70.96
2013-14,6,HARYANA                                           ,609,JIND                                              ,7,60,314,1099,1332042,164640.39,22.82,870,835,11.95,21.16,0,Medium,61.58
2013-14,6,HARYANA                                           ,605,KAITHAL                                           ,6,56,300,932,1072861,135180.49,21.97,880,821,13.39,23.04,0,Medium,60.69
2013-14,6,HARYANA                                           ,606,KARNAL                                            ,6,110,555,1125,1506323,194466.3,30.27,886,820,18.22,22.56,0,High,68.29
2013-14,6,HARYANA                                           ,604,KURUKSHETRA                                       ,5,72,439,1094,964231,115322.03,28.93,889,817,16.81,22.3,0,High,69.18
2013-14,6,HARYANA                                           ,616,MAHENDRAGARH                                      ,5,85,387,1057,921680,109956.42,14.43,894,778,13.43,16.95,0,High,65.25
2013-14,6,HARYANA                                           ,620,MEWAT                                             ,5,60,448,1031,1089406,243155.42,11.38,906,903,37.94,6.91,0,Low,37.58
2013-14,6,HARYANA                                           ,621,PALWAL                                            ,4,48,307,997,1040493,171681.35,22.65,879,862,25.49,19.48,0,Medium,56.4
2013-14,6,HARYANA                                           ,601,PANCHKULA                                         ,4,43,285,559,558890,65166.57,54.87,870,850,19.32,18.14,0,High,77.48
2013-14,6,HARYANA                                           ,607,PANIPAT                                           ,5,42,195,723,1202811,164785.11,45.97,861,833,24.33,17.11,0,High,68.23
2013-14,6,HARYANA                                           ,617,REWARI                                            ,5,75,396,956,896129,112195.35,25.82,898,784,17.09,20.28,0,High,70.54
2013-14,6,HARYANA                                           ,614,ROHTAK                                            ,5,43,153,785,1058683,125453.94,42.02,868,807,12.61,20.44,0,High,71.19
2013-14,6,HARYANA                                           ,611,SIRSA                                             ,7,99,353,1162,1295114,153471.01,24.75,896,852,15.98,29.91,0,Medium,61.16
2013-14,6,HARYANA                                           ,608,SONIPAT                                           ,7,75,349,1212,1480080,187970.16,30.52,853,790,15.71,18.62,0,High,70.88
2013-14,6,HARYANA                                           ,603,YAMUNANAGAR                                       ,6,80,606,1291,1214162,143149.7,38.94,877,825,16.56,25.26,0,High,71.99
2013-14,2,HIMACHAL PRADESH                                  ,208,BILASPUR (H.P.)                                   ,5,117,519,1025,382056,41605.9,6.58,981,893,12.08,25.92,2.8,High,78.9
2013-14,2,HIMACHAL PRADESH                                  ,201,CHAMBA                                            ,15,256,1121,1683,518844,69421.33,6.98,989,950,12.58,21.52,26.1,Medium,62.14
2013-14,2,HIMACHAL PRADESH                                  ,206,HAMIRPUR (H.P.)                                   ,6,105,551,981,454293,47700.77,6.91,1096,881,10.08,24.03,0.67,High,83.44
2013-14,2,HIMACHAL PRADESH                                  ,202,KANGRA                                            ,19,358,1779,3095,1507223,160820.69,5.73,1013,873,12.56,21.15,5.6,High,80.62
2013-14,2,HIMACHAL PRADESH                                  ,212,KINNAUR                                           ,3,52,217,311,84298,7983.02,,818,953,7.61,17.53,57.95,High,71.34
2013-14,2,HIMACHAL PRADESH                                  ,204,KULLU                                             ,6,131,193,1158,437474,50047.03,9.43,950,962,14.65,28.01,3.84,High,71.01
2013-14,2,HIMACHAL PRADESH                                  ,203,LAHUL & SPITI                                     ,4,54,175,286,31528,2995.16,,916,1013,-5.1,7.08,81.44,High,66.5
2013-14,2,HIMACHAL PRADESH                                  ,205,MANDI                                             ,20,371,1786,2810,999518,109946.98,6.27,1012,913,10.89,29.38,1.28,High,74.33
2013-14,2,HIMACHAL PRADESH                                  ,211,SHIMLA                                            ,20,321,1640,2646,813384,80769.03,24.77,916,922,12.58,26.51,1.08,High,77.8
2013-14,2,HIMACHAL PRADESH                                  ,210,SIRMAUR                                           ,13,205,699,1535,530164,67967.02,10.8,915,931,15.61,30.34,2.13,High,72.55
2013-14,2,HIMACHAL PRADESH                                  ,209,SOLAN                                             ,7,149,981,1287,576670,66374.72,17.7,884,899,15.21,28.35,4.42,High,78.02
2013-14,2,HIMACHAL PRADESH                                  ,207,UNA                                               ,6,101,395,903,521057,58202.07,8.62,977,870,16.24,22.16,1.65,High,81.67
2013-14,1,JAMMU AND KASHMIR                                 ,106,ANANTNAG                                          ,12,96,523,1856,1070144,206323.76,26.04,937,832,37.48,0.17,10.75,Low,54.15
2013-14,1,JAMMU AND KASHMIR                                 ,104,BADGAM                                            ,13,104,527,1462,735753,150755.79,11.74,883,832,21.18,0.05,3.17,Low,46.6
2013-14,1,JAMMU AND KASHMIR                                 ,116,BANDIPORA                                         ,5,42,207,860,385099,60306.5,16.89,911,893,26.31,0.1,19.22,Low,46.24
2013-14,1,JAMMU AND KASHMIR                                 ,102,BARAMULA                                          ,18,144,672,2278,1015503,161871.18,17.19,873,866,20.34,0.15,3.74,Medium,55.01
2013-14,1,JAMMU AND KASHMIR                                 ,109,DODA                                              ,10,80,386,1435,409576,71020.48,7.95,922,932,27.89,13.03,9.57,Medium,50.34
2013-14,1,JAMMU AND KASHMIR                                 ,119,GANDERBAL                                         ,4,32,149,669,297003,50549.91,15.76,869,863,36.3,0.04,20.53,Low,47.62
2013-14,1,JAMMU AND KASHMIR                                 ,113,JAMMU                                             ,14,122,855,2439,1526406,159814.71,49.65,871,795,12.48,24.71,4.52,High,77.41
2013-14,1,JAMMU AND KASHMIR                                 ,108,KARGIL                                            ,7,53,132,582,143388,20404.11,8.89,775,978,20.18,0.01,86.89,Medium,58.05
2013-14,1,JAMMU AND KASHMIR                                 ,114,KATHUA                                            ,12,98,498,1753,615711,80165.57,14.38,877,836,20.38,22.91,8.65,Medium,64.56
2013-14,1,JAMMU AND KASHMIR                                 ,117,KISHTWAR                                          ,7,58,165,870,231037,39114.56,6.42,917,922,21.06,6.2,16.54,Low,44.13
2013-14,1,JAMMU AND KASHMIR                                 ,120,KULGAM                                            ,6,48,285,975,422786,70309.31,18.77,951,882,7.3,0.01,6.25,Low,49.74
2013-14,1,JAMMU AND KASHMIR                                 ,101,KUPWARA                                           ,13,104,390,2036,875564,197001.9,11.33,843,854,34.62,0.12,8.08,Medium,54.79
